date,close
2024-05-21,22529.05078125
2024-05-22,22597.80078125
2024-05-23,22967.650390625
2024-05-24,22957.099609375
2024-05-27,22932.44921875
2024-05-28,22888.150390625
2024-05-29,22704.69921875
2024-05-30,22488.650390625
2024-05-31,22530.69921875
2024-06-03,23263.900390625
2024-06-04,21884.5
2024-06-05,22620.349609375
2024-06-06,22821.400390625
2024-06-07,23290.150390625
