date,avg_transcript_sentiment,avg_comment_sentiment,avg_youtube_sentiment
2024-06-01,0.6747000000000001,0.044329999999999994,0.35951500000000003
2024-06-02,0.9878,0.03632307692307692,0.5120615384615385
2024-06-03,0.6587000000000001,0.159005,0.40885250000000006
